location,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Broome, New York",Confirmed (per 100k),87.67,4.50,0.05,9.95,4,1,5,0
"Cumberland, Tennessee",Confirmed (per 100k),87.57,4.25,0.05,11.20,4,1,5,0
"York, Pennsylvania",Confirmed (per 100k),87.52,4.71,0.05,10.03,4,1,5,0
"LaSalle, Louisiana",Confirmed (per 100k),87.30,4.80,0.05,10.46,4,1,5,-2
"St. Mary's, Maryland",Confirmed (per 100k),87.22,4.66,0.05,10.57,4,1,5,-2
"Escambia, Florida",Confirmed (per 100k),87.02,3.59,0.04,13.16,4,1,5,0
"Berrien, Michigan",Confirmed (per 100k),86.70,4.75,0.05,9.23,4,1,5,0
"Rutherford, North Carolina",Confirmed (per 100k),86.53,4.69,0.05,8.09,4,1,5,-2
"Webb, Texas",Confirmed (per 100k),86.39,4.54,0.05,9.95,4,1,5,0
"Berkeley, West Virginia",Confirmed (per 100k),85.59,4.08,0.05,12.78,4,1,5,-1
"Riverside, California",Confirmed (per 100k),85.20,4.52,0.05,9.60,4,1,5,-1
"Gordon, Georgia",Confirmed (per 100k),84.54,4.93,0.06,8.24,4,1,5,0
"Scott, Iowa",Confirmed (per 100k),84.42,4.30,0.05,10.10,4,1,5,-2
"Union, South Carolina",Confirmed (per 100k),84.20,4.18,0.05,12.73,4,1,5,-1
"Barrow, Georgia",Confirmed (per 100k),84.09,4.12,0.05,10.80,4,1,5,0
"Etowah, Alabama",Confirmed (per 100k),84.09,4.89,0.06,9.43,4,1,5,-1
"Porter, Indiana",Confirmed (per 100k),83.93,4.19,0.05,10.67,4,1,5,0
"Clay, Florida",Confirmed (per 100k),83.92,4.76,0.06,9.53,4,1,5,-2
"Cass, North Dakota",Confirmed (per 100k),83.55,4.55,0.05,8.58,4,1,5,0
"Chilton, Alabama",Confirmed (per 100k),83.28,4.82,0.06,9.45,4,1,5,0
"Frederick, Virginia",Confirmed (per 100k),81.74,4.32,0.05,11.31,4,1,5,-1
"Chelan, Washington",Confirmed (per 100k),81.61,5.00,0.06,9.22,4,1,5,0
"Richmond City, Virginia",Confirmed (per 100k),81.58,3.60,0.04,12.63,4,1,5,0
"Pike, Alabama",Confirmed (per 100k),81.54,3.45,0.04,11.78,4,1,5,0
"Terry, Texas",Confirmed (per 100k),81.06,4.63,0.06,9.53,4,1,5,-2
"Warrick, Indiana",Confirmed (per 100k),80.95,3.40,0.04,11.25,4,1,5,0
"Charlottesville, Virginia",Confirmed (per 100k),80.40,4.53,0.06,10.00,4,1,5,0
"Alachua, Florida",Confirmed (per 100k),79.91,3.77,0.05,12.84,4,1,5,0
"Louisa, Virginia",Confirmed (per 100k),79.81,4.94,0.06,8.71,4,1,5,0
"Washington, Alabama",Confirmed (per 100k),79.63,4.38,0.05,11.02,4,1,5,-2
"Scott, Indiana",Confirmed (per 100k),79.59,3.59,0.05,11.90,4,1,5,-2
"Canyon, Idaho",Confirmed (per 100k),78.75,3.29,0.04,13.17,4,1,5,0
"Rankin, Mississippi",Confirmed (per 100k),78.57,3.13,0.04,13.59,4,1,5,1
"Dallas, Texas",Confirmed (per 100k),78.39,3.59,0.05,12.20,4,1,5,0
"Potter, Texas",Confirmed (per 100k),78.35,3.89,0.05,10.07,4,1,5,0
"Jefferson, Kentucky",Confirmed (per 100k),78.25,4.73,0.06,8.68,4,1,5,0
"Benton, Iowa",Confirmed (per 100k),77.99,4.46,0.06,10.31,4,1,5,-2
"Torrance, New Mexico",Confirmed (per 100k),77.61,4.62,0.06,8.80,4,1,5,0
"Fort Bend, Texas",Confirmed (per 100k),77.25,3.70,0.05,11.83,4,1,5,0
"Ottawa, Oklahoma",Confirmed (per 100k),77.10,3.67,0.05,11.61,4,1,5,-1
"Bibb, Georgia",Confirmed (per 100k),77.04,4.20,0.05,7.30,4,1,5,-1
"Wharton, Texas",Confirmed (per 100k),77.00,3.44,0.04,11.78,4,1,5,0
"Travis, Texas",Confirmed (per 100k),76.69,3.88,0.05,10.07,4,1,5,0
"Manatee, Florida",Confirmed (per 100k),76.63,3.72,0.05,10.22,4,1,5,0
"Madison, Tennessee",Confirmed (per 100k),76.54,4.37,0.06,9.63,4,1,5,-2
"Newton, Mississippi",Confirmed (per 100k),76.13,4.76,0.06,7.77,4,1,5,0
"Greene, North Carolina",Confirmed (per 100k),75.94,4.07,0.05,9.01,4,1,5,1
"Chesterfield, Virginia",Confirmed (per 100k),75.68,4.41,0.06,8.90,4,1,5,0
"Chambers, Texas",Confirmed (per 100k),75.28,3.91,0.05,10.51,4,1,5,-2
"Woodford, Kentucky",Confirmed (per 100k),74.81,4.27,0.06,7.88,4,1,5,-1
"Santa Barbara, California",Confirmed (per 100k),74.80,3.04,0.04,13.21,4,1,5,0
"Florence, South Carolina",Confirmed (per 100k),74.48,4.34,0.06,7.95,4,1,5,-1
"Delaware, Indiana",Confirmed (per 100k),74.47,3.88,0.05,9.76,4,1,5,0
"Darlington, South Carolina",Confirmed (per 100k),73.55,3.22,0.04,12.17,4,1,5,0
"Marlboro, South Carolina",Confirmed (per 100k),72.75,3.83,0.05,8.86,4,1,5,-1
"Brazoria, Texas",Confirmed (per 100k),72.68,3.28,0.05,12.30,4,1,5,0
"Pima, Arizona",Confirmed (per 100k),72.57,3.22,0.04,12.34,4,1,5,0
"Lancaster, South Carolina",Confirmed (per 100k),72.44,3.21,0.04,13.51,4,1,5,0
"Washington, Maryland",Confirmed (per 100k),72.16,4.63,0.06,7.68,4,1,5,-2
"Juneau, Alaska",Confirmed (per 100k),71.93,3.13,0.04,11.14,4,1,5,1
"Paulding, Georgia",Confirmed (per 100k),71.74,4.32,0.06,7.99,4,1,5,-1
"Johnson, Arkansas",Confirmed (per 100k),71.49,4.30,0.06,8.31,4,1,5,0
"Lorain, Ohio",Confirmed (per 100k),71.33,3.09,0.04,12.12,4,1,5,0
"Branch, Michigan",Confirmed (per 100k),71.24,3.94,0.06,10.62,4,1,5,0
"Suffolk, Virginia",Confirmed (per 100k),70.57,4.34,0.06,7.59,4,1,5,0
"Jasper, Georgia",Confirmed (per 100k),70.33,4.02,0.06,8.49,4,1,5,0
"Bernalillo, New Mexico",Confirmed (per 100k),70.24,3.58,0.05,11.74,4,1,5,0
"Imperial, California",Confirmed (per 100k),70.08,3.47,0.05,9.48,4,1,5,1
"Burke, North Carolina",Confirmed (per 100k),69.62,3.47,0.05,11.97,4,1,5,-2
"Jefferson, Missouri",Confirmed (per 100k),68.86,2.92,0.04,12.46,4,1,5,0
"Caroline, Maryland",Confirmed (per 100k),68.85,4.70,0.07,7.21,4,1,5,-2
"Jackson, Illinois",Confirmed (per 100k),68.72,4.28,0.06,8.66,4,1,5,-2
"Monroe, Indiana",Confirmed (per 100k),68.72,3.37,0.05,10.78,4,1,5,0
"Grant, Indiana",Confirmed (per 100k),68.42,4.13,0.06,8.66,4,1,5,0
"Chester, South Carolina",Confirmed (per 100k),68.23,3.10,0.05,12.72,4,1,5,1
"Grenada, Mississippi",Confirmed (per 100k),67.44,4.13,0.06,8.66,4,1,5,0
"Charlotte, Florida",Confirmed (per 100k),67.23,3.63,0.05,10.48,4,1,5,-1
"King George, Virginia",Confirmed (per 100k),67.07,3.19,0.05,11.43,4,1,5,1
"Miller, Arkansas",Confirmed (per 100k),67.04,3.96,0.06,9.06,4,1,5,-2
"McKenzie, North Dakota",Confirmed (per 100k),66.56,3.80,0.06,8.14,4,1,5,-1
"Bedford, Tennessee",Confirmed (per 100k),66.38,3.74,0.06,7.06,4,1,5,-1
"Forsyth, Georgia",Confirmed (per 100k),66.32,3.16,0.05,11.36,4,1,5,0
"Portsmouth, Virginia",Confirmed (per 100k),65.68,2.72,0.04,13.67,4,1,5,0
"Lowndes, Georgia",Confirmed (per 100k),65.58,3.16,0.05,11.22,4,1,5,0
"Goliad, Texas",Confirmed (per 100k),65.29,3.73,0.06,9.35,4,1,5,1
"Montgomery, Indiana",Confirmed (per 100k),65.21,2.98,0.05,12.82,4,1,5,0
"Hockley, Texas",Confirmed (per 100k),65.16,3.10,0.05,12.68,4,1,5,1
"Adams, Pennsylvania",Confirmed (per 100k),65.04,4.30,0.07,7.61,4,1,5,-1
"Montgomery, New York",Confirmed (per 100k),65.01,4.06,0.06,9.95,4,1,5,0
"Bay, Michigan",Confirmed (per 100k),64.97,3.46,0.05,10.19,4,1,5,0
"Fayette, Kentucky",Confirmed (per 100k),64.68,3.67,0.06,9.71,4,1,5,0
"Dyer, Tennessee",Confirmed (per 100k),64.59,4.23,0.07,7.97,4,1,5,-1
"Schoharie, New York",Confirmed (per 100k),64.52,3.69,0.06,8.31,4,1,5,2
"Isabella, Michigan",Confirmed (per 100k),64.40,4.29,0.07,8.49,4,1,5,-2
"Harrison, Mississippi",Confirmed (per 100k),64.40,2.75,0.04,13.06,4,1,5,1
"Lawrence, Pennsylvania",Confirmed (per 100k),64.32,3.84,0.06,9.72,4,1,5,0
"Santa Rosa, Florida",Confirmed (per 100k),64.02,3.57,0.06,10.65,4,1,5,0
"Craig, Oklahoma",Confirmed (per 100k),63.64,4.04,0.06,8.14,4,1,5,0
"Elbert, Colorado",Confirmed (per 100k),63.60,3.74,0.06,9.45,4,1,5,0
"Chesterfield, South Carolina",Confirmed (per 100k),63.53,3.76,0.06,9.18,4,1,5,0
"Tuscaloosa, Alabama",Confirmed (per 100k),63.05,3.07,0.05,11.43,4,1,5,0
"Harford, Maryland",Confirmed (per 100k),63.03,3.69,0.06,9.11,4,1,5,-1
"Kern, California",Confirmed (per 100k),62.76,4.16,0.07,7.16,4,1,5,0
"Oklahoma, Oklahoma",Confirmed (per 100k),62.32,2.97,0.05,12.47,4,1,5,0
"Spartanburg, South Carolina",Confirmed (per 100k),62.23,3.17,0.05,11.25,4,1,5,0
"Highlands, Florida",Confirmed (per 100k),62.13,3.09,0.05,11.28,4,1,5,0
"Jackson, Alabama",Confirmed (per 100k),61.98,3.32,0.05,9.82,4,1,5,0
"Dunklin, Missouri",Confirmed (per 100k),61.79,3.92,0.06,8.05,4,1,5,-1
"Lake, Colorado",Confirmed (per 100k),61.52,3.52,0.06,9.70,4,1,5,1
"Waukesha, Wisconsin",Confirmed (per 100k),60.61,2.54,0.04,13.77,4,1,5,1
"Petersburg, Virginia",Confirmed (per 100k),60.61,4.10,0.07,8.58,4,1,5,0
"Warren, Indiana",Confirmed (per 100k),60.50,1.73,0.03,12.13,4,1,5,0
"Madison, Virginia",Confirmed (per 100k),60.33,3.23,0.05,9.58,4,1,5,0
"Alameda, California",Confirmed (per 100k),60.25,2.48,0.04,13.59,4,1,5,1
"Grant, Arkansas",Confirmed (per 100k),60.22,4.69,0.08,7.04,4,1,5,-2
"Lenawee, Michigan",Confirmed (per 100k),59.93,2.90,0.05,10.98,4,1,5,0
"Ben Hill, Georgia",Confirmed (per 100k),59.88,3.42,0.06,9.70,4,1,5,0
"Prentiss, Mississippi",Confirmed (per 100k),59.70,2.84,0.05,12.13,4,1,5,1
"Jackson, Tennessee",Confirmed (per 100k),59.39,3.64,0.06,9.12,4,1,5,-1
"Deaf Smith, Texas",Confirmed (per 100k),59.31,3.08,0.05,9.70,4,1,5,2
"Lincoln, Missouri",Confirmed (per 100k),59.31,2.66,0.04,12.06,4,1,5,1
"Carroll, New Hampshire",Confirmed (per 100k),59.29,2.92,0.05,12.68,4,1,5,0
"Williamsburg, South Carolina",Confirmed (per 100k),59.27,2.82,0.05,12.13,4,1,5,1
"Ontario, New York",Confirmed (per 100k),59.21,2.99,0.05,11.31,4,1,5,0
"Allen, Indiana",Confirmed (per 100k),59.06,3.20,0.05,7.88,4,1,5,0
"Anderson, South Carolina",Confirmed (per 100k),58.75,2.75,0.05,12.77,4,1,5,0
"Kent, Michigan",Confirmed (per 100k),58.60,3.20,0.05,9.22,4,1,5,0
"Jefferson, Georgia",Confirmed (per 100k),58.59,2.79,0.05,9.12,4,1,5,-1
"Chesapeake, Virginia",Confirmed (per 100k),58.41,2.39,0.04,13.99,4,1,5,0
"Randall, Texas",Confirmed (per 100k),58.09,3.42,0.06,8.93,4,1,5,0
"Jones, Iowa",Confirmed (per 100k),58.02,3.45,0.06,8.52,4,1,5,0
"Lamar, Alabama",Confirmed (per 100k),57.95,3.10,0.05,11.90,4,1,5,0
"Cook, Georgia",Confirmed (per 100k),57.90,3.31,0.06,7.62,4,1,5,-1
"Converse, Wyoming",Confirmed (per 100k),57.88,4.13,0.07,7.62,4,1,5,-1
"Boyd, Kentucky",Confirmed (per 100k),57.79,3.36,0.06,9.42,4,1,5,-1
"Edmonson, Kentucky",Confirmed (per 100k),57.61,2.35,0.04,13.51,4,1,5,1
"Finney, Kansas",Confirmed (per 100k),57.59,2.74,0.05,10.15,4,1,5,0
"Madison, Illinois",Confirmed (per 100k),57.42,2.88,0.05,9.77,4,1,5,-1
"Taylor, Texas",Confirmed (per 100k),57.23,3.73,0.07,7.93,4,1,5,-1
"Newberry, South Carolina",Confirmed (per 100k),57.23,2.97,0.05,7.79,4,1,5,0
"Wayne, Ohio",Confirmed (per 100k),57.04,3.21,0.06,8.21,4,1,5,-1
"Jefferson, Texas",Confirmed (per 100k),56.84,3.52,0.06,8.39,4,1,5,-1
"Sacramento, California",Confirmed (per 100k),56.63,2.51,0.04,12.35,4,1,5,0
"Orange, Texas",Confirmed (per 100k),56.36,2.91,0.05,10.74,4,1,5,0
"Vance, North Carolina",Confirmed (per 100k),56.14,2.57,0.05,11.43,4,1,5,0
"Tioga, New York",Confirmed (per 100k),56.01,2.96,0.05,9.98,4,1,5,-1
"Ashley, Arkansas",Confirmed (per 100k),55.96,4.36,0.08,7.73,4,1,5,-3
"Colleton, South Carolina",Confirmed (per 100k),55.74,4.17,0.07,7.02,4,1,5,0
"Jessamine, Kentucky",Confirmed (per 100k),55.44,3.43,0.06,8.34,4,1,5,0
"Multnomah, Oregon",Confirmed (per 100k),55.11,3.02,0.05,9.90,4,1,5,0
"Stark, Ohio",Confirmed (per 100k),55.04,2.39,0.04,11.34,4,1,5,0
"Maui, Hawaii",Confirmed (per 100k),54.95,3.75,0.07,8.00,4,1,5,0
"Danville, Virginia",Confirmed (per 100k),54.94,2.50,0.05,13.91,4,1,5,0
"St. Clair, Alabama",Confirmed (per 100k),54.74,2.55,0.05,12.13,4,1,5,1
"Montgomery, Texas",Confirmed (per 100k),54.50,2.85,0.05,10.36,4,1,5,0
"Whiteside, Illinois",Confirmed (per 100k),54.37,2.33,0.04,13.82,4,1,5,0
"Georgetown, South Carolina",Confirmed (per 100k),54.24,2.51,0.05,13.20,4,1,5,0
"Newport News, Virginia",Confirmed (per 100k),54.12,2.79,0.05,10.76,4,1,5,0
"Swisher, Texas",Confirmed (per 100k),54.08,3.86,0.07,7.97,4,1,5,-2
"Cumberland, Pennsylvania",Confirmed (per 100k),54.07,2.65,0.05,11.09,4,1,5,0
"Johnston, North Carolina",Confirmed (per 100k),53.98,3.82,0.07,7.55,4,1,5,-1
"McCook, South Dakota",Confirmed (per 100k),53.71,2.56,0.05,10.05,4,1,5,5
"Merrimack, New Hampshire",Confirmed (per 100k),53.50,2.36,0.04,13.13,4,1,5,1
"Fannin, Georgia",Confirmed (per 100k),53.46,2.18,0.04,12.99,4,1,5,2
"Seneca, New York",Confirmed (per 100k),52.92,2.52,0.05,12.82,4,1,5,0
"McCormick, South Carolina",Confirmed (per 100k),52.84,3.02,0.06,7.62,4,1,5,-1
"Strafford, New Hampshire",Confirmed (per 100k),52.82,2.52,0.05,11.83,4,1,5,1
"Yolo, California",Confirmed (per 100k),52.61,2.98,0.06,8.64,4,1,5,-1
"Tooele, Utah",Confirmed (per 100k),52.59,2.77,0.05,10.44,4,1,5,0
"Indiana, Pennsylvania",Confirmed (per 100k),52.34,3.74,0.07,7.71,4,1,5,-1
"Columbia, Georgia",Confirmed (per 100k),52.32,2.73,0.05,10.53,4,1,5,0
"Polk, Iowa",Confirmed (per 100k),52.23,2.62,0.05,9.35,4,1,5,0
"Carroll, Ohio",Confirmed (per 100k),52.02,2.65,0.05,11.43,4,1,5,0
"Banks, Georgia",Confirmed (per 100k),51.99,2.97,0.06,7.97,4,1,5,-1
"Tarrant, Texas",Confirmed (per 100k),51.99,2.73,0.05,9.35,4,1,5,0
"Fredericksburg, Virginia",Confirmed (per 100k),51.66,3.44,0.07,8.07,4,1,5,0
"Franklin, Pennsylvania",Confirmed (per 100k),51.60,3.23,0.06,8.46,4,1,5,0
"Pope, Arkansas",Confirmed (per 100k),51.50,2.45,0.05,11.94,4,1,5,-1
"Hennepin, Minnesota",Confirmed (per 100k),51.43,3.46,0.07,7.72,4,1,5,0
"Wood, Ohio",Confirmed (per 100k),51.22,2.51,0.05,10.98,4,1,5,0
"Lowndes, Mississippi",Confirmed (per 100k),51.20,2.44,0.05,10.74,4,1,5,0
"Henry, Illinois",Confirmed (per 100k),51.11,2.63,0.05,11.36,4,1,5,-1
"Blackford, Indiana",Confirmed (per 100k),51.03,2.43,0.05,11.78,4,1,5,1
"Berkeley, South Carolina",Confirmed (per 100k),50.90,2.88,0.06,8.19,4,1,5,0
"Jackson, Georgia",Confirmed (per 100k),50.70,1.96,0.04,13.17,4,1,5,0
"Cortland, New York",Confirmed (per 100k),50.44,2.10,0.04,13.22,4,1,5,1
"Randolph, Arkansas",Confirmed (per 100k),50.12,2.39,0.05,12.36,4,1,5,-2
"Talladega, Alabama",Confirmed (per 100k),50.01,2.86,0.06,10.09,4,1,5,0
"Wake, North Carolina",Confirmed (per 100k),50.01,2.21,0.04,12.48,4,1,5,0
"Scott, Tennessee",Confirmed (per 100k),49.85,3.24,0.06,7.69,4,1,5,-1
"Clark, Kentucky",Confirmed (per 100k),49.64,2.76,0.06,9.85,4,1,5,0
"DeWitt, Texas",Confirmed (per 100k),49.60,2.13,0.04,13.98,4,1,5,1
"Wayne, Mississippi",Confirmed (per 100k),49.55,2.83,0.06,9.35,4,1,5,0
"Armstrong, Pennsylvania",Confirmed (per 100k),49.43,2.21,0.04,12.13,4,1,5,0
"Midland, Michigan",Confirmed (per 100k),49.30,2.06,0.04,12.30,4,1,5,0
"Twiggs, Georgia",Confirmed (per 100k),49.26,1.76,0.04,10.74,4,1,5,5
"Gibson, Tennessee",Confirmed (per 100k),48.85,2.33,0.05,11.35,4,1,5,0
"Simpson, Mississippi",Confirmed (per 100k),48.77,2.68,0.05,7.13,4,1,5,5
"Covington, Alabama",Confirmed (per 100k),48.58,3.08,0.06,7.45,4,1,5,-1
"Emanuel, Georgia",Confirmed (per 100k),48.57,2.52,0.05,9.18,4,1,5,-3
"Oscoda, Michigan",Confirmed (per 100k),48.54,3.47,0.07,8.66,4,1,5,0
"Bowie, Texas",Confirmed (per 100k),48.26,2.60,0.05,8.41,4,1,5,0
"Sauk, Wisconsin",Confirmed (per 100k),48.11,2.44,0.05,11.12,4,1,5,1
"Dorchester, South Carolina",Confirmed (per 100k),47.91,2.28,0.05,12.58,4,1,5,1
"San Joaquin, California",Confirmed (per 100k),47.89,2.21,0.05,11.17,4,1,5,0
"Worcester, Maryland",Confirmed (per 100k),47.82,3.28,0.07,7.45,4,1,5,-1
"Trinity, Texas",Confirmed (per 100k),47.78,1.95,0.04,7.62,4,1,5,1
"Cullman, Alabama",Confirmed (per 100k),47.75,3.07,0.06,8.93,4,1,5,0
"Nash, North Carolina",Confirmed (per 100k),47.72,2.58,0.05,9.35,4,1,5,0
"Livingston, Illinois",Confirmed (per 100k),47.69,2.81,0.06,10.15,4,1,5,0
"Shawnee, Kansas",Confirmed (per 100k),47.49,2.58,0.05,10.46,4,1,5,0
"Pamlico, North Carolina",Confirmed (per 100k),47.15,3.37,0.07,7.97,4,1,5,-1
"Arenac, Michigan",Confirmed (per 100k),47.03,2.88,0.06,7.50,4,1,5,0
"Grundy, Illinois",Confirmed (per 100k),47.01,3.36,0.07,7.39,4,1,5,-1
"Limestone, Texas",Confirmed (per 100k),46.93,3.05,0.06,9.49,4,1,5,-1
"Madison, Georgia",Confirmed (per 100k),46.85,1.91,0.04,12.65,4,1,5,1
"New Madrid, Missouri",Confirmed (per 100k),46.85,2.51,0.05,10.97,4,1,5,-2
"Fulton, New York",Confirmed (per 100k),46.83,2.68,0.06,9.49,4,1,5,0
"Carroll, Tennessee",Confirmed (per 100k),46.82,2.06,0.04,12.99,4,1,5,0
"Lauderdale, Tennessee",Confirmed (per 100k),46.81,1.67,0.04,13.05,4,1,5,0
"Cheatham, Tennessee",Confirmed (per 100k),46.72,2.11,0.05,13.86,4,1,5,1
"Boyle, Kentucky",Confirmed (per 100k),46.57,3.33,0.07,7.67,4,1,5,-1
"Autauga, Alabama",Confirmed (per 100k),46.54,3.07,0.07,7.50,4,1,5,0
"Fayette, Pennsylvania",Confirmed (per 100k),46.41,2.54,0.05,10.83,4,1,5,0
"Berrien, Georgia",Confirmed (per 100k),46.40,2.95,0.06,7.27,4,1,5,-1
"Ashtabula, Ohio",Confirmed (per 100k),46.28,2.35,0.05,7.84,4,1,5,-1
"Grant, Oklahoma",Confirmed (per 100k),46.16,3.30,0.07,7.97,4,1,5,-1
"Volusia, Florida",Confirmed (per 100k),46.09,2.04,0.04,12.34,4,1,5,1
"Sabine, Louisiana",Confirmed (per 100k),46.06,1.79,0.04,13.98,4,1,5,1
"Montezuma, Colorado",Confirmed (per 100k),45.83,2.18,0.05,12.82,4,1,5,0
"Mercer, Pennsylvania",Confirmed (per 100k),45.69,2.61,0.06,9.28,4,1,5,-1
"San Bernardino, California",Confirmed (per 100k),45.69,2.82,0.06,9.05,4,1,5,-1
"Scott, Kentucky",Confirmed (per 100k),45.61,3.01,0.07,7.79,4,1,5,0
"Spotsylvania, Virginia",Confirmed (per 100k),45.52,3.04,0.07,7.85,4,1,5,0
"Baldwin, Alabama",Confirmed (per 100k),45.24,3.01,0.07,7.05,4,1,5,-1
"Fauquier, Virginia",Confirmed (per 100k),44.93,2.21,0.05,10.87,4,1,5,-1
"Schuyler, New York",Confirmed (per 100k),44.93,3.21,0.07,7.10,4,1,5,-1
"Stoddard, Missouri",Confirmed (per 100k),44.79,1.97,0.04,11.78,4,1,5,0
"DeKalb, Alabama",Confirmed (per 100k),44.75,3.00,0.07,7.23,4,1,5,-1
"Carson City, Nevada",Confirmed (per 100k),44.71,3.07,0.07,7.21,4,1,5,-1
"Randolph, Indiana",Confirmed (per 100k),44.60,2.32,0.05,11.09,4,1,5,-1
"Kalamazoo, Michigan",Confirmed (per 100k),44.52,1.94,0.04,11.24,4,1,5,0
"Cass, Missouri",Confirmed (per 100k),44.43,2.57,0.06,8.99,4,1,5,0
"Bexar, Texas",Confirmed (per 100k),44.42,2.22,0.05,10.62,4,1,5,0
"Asotin, Washington",Confirmed (per 100k),44.28,1.27,0.03,11.43,4,1,5,0
"Clarion, Pennsylvania",Confirmed (per 100k),44.23,2.60,0.06,9.25,4,1,5,-1
"Whitley, Indiana",Confirmed (per 100k),44.16,2.52,0.06,9.12,4,1,5,0
"Appomattox, Virginia",Confirmed (per 100k),43.99,3.59,0.08,7.27,4,1,5,-3
"Saluda, South Carolina",Confirmed (per 100k),43.96,2.09,0.05,11.20,4,1,5,1
"Randolph, North Carolina",Confirmed (per 100k),43.85,2.29,0.05,10.44,4,1,5,0
"Canadian, Oklahoma",Confirmed (per 100k),43.83,2.22,0.05,11.52,4,1,5,0
"Ellis, Texas",Confirmed (per 100k),43.83,2.71,0.06,8.64,4,1,5,0
"Greenwood, South Carolina",Confirmed (per 100k),43.78,1.41,0.03,11.53,4,1,5,0
"Horry, South Carolina",Confirmed (per 100k),43.78,2.42,0.06,10.57,4,1,5,0
"Knox, Indiana",Confirmed (per 100k),43.72,2.34,0.05,10.86,4,1,5,0
"Coshocton, Ohio",Confirmed (per 100k),43.72,2.34,0.05,11.90,4,1,5,0
"McDowell, North Carolina",Confirmed (per 100k),43.71,2.19,0.05,11.04,4,1,5,0
"Starke, Indiana",Confirmed (per 100k),43.49,2.49,0.06,10.05,4,1,5,-1
"Burleson, Texas",Confirmed (per 100k),43.38,2.32,0.05,9.58,4,1,5,2
"Marshall, Indiana",Confirmed (per 100k),43.24,2.47,0.06,9.44,4,1,5,-1
"Clinton, Indiana",Confirmed (per 100k),43.21,2.20,0.05,10.60,4,1,5,-1
"Charles Mix, South Dakota",Confirmed (per 100k),43.05,3.07,0.07,7.97,4,1,5,-1
"Talbot, Maryland",Confirmed (per 100k),43.03,2.31,0.05,11.32,4,1,5,0
"Bastrop, Texas",Confirmed (per 100k),42.83,2.42,0.06,7.92,4,1,5,-1
"Winnebago, Illinois",Confirmed (per 100k),42.82,2.48,0.06,8.50,4,1,5,-1
"McCracken, Kentucky",Confirmed (per 100k),42.80,2.40,0.06,8.28,4,1,5,0
"Walla Walla, Washington",Confirmed (per 100k),42.79,1.65,0.04,13.51,4,1,5,0
"Minidoka, Idaho",Confirmed (per 100k),42.78,2.04,0.05,7.04,4,1,5,-1
"Pinal, Arizona",Confirmed (per 100k),42.57,1.79,0.04,12.90,4,1,5,0
"Murray, Georgia",Confirmed (per 100k),42.40,2.14,0.05,11.20,4,1,5,0
"Liberty, Georgia",Confirmed (per 100k),42.32,2.79,0.07,7.04,4,1,5,1
"Gaston, North Carolina",Confirmed (per 100k),42.31,1.85,0.04,13.15,4,1,5,0
"Marion, Kansas",Confirmed (per 100k),42.07,2.40,0.06,8.66,4,1,5,1
"Ottawa, Ohio",Confirmed (per 100k),41.95,2.12,0.05,7.85,4,1,5,0
"Linn, Missouri",Confirmed (per 100k),41.95,2.40,0.06,8.66,4,1,5,0
"Heard, Georgia",Confirmed (per 100k),41.94,2.40,0.06,9.01,4,1,5,1
"Cleveland, North Carolina",Confirmed (per 100k),41.86,2.04,0.05,12.03,4,1,5,-1
"Cape Girardeau, Missouri",Confirmed (per 100k),41.84,1.81,0.04,13.17,4,1,5,0
"Payette, Idaho",Confirmed (per 100k),41.75,1.79,0.04,12.59,4,1,5,1
"Wakulla, Florida",Confirmed (per 100k),41.50,2.54,0.06,7.27,4,1,5,-1
"Lynchburg, Virginia",Confirmed (per 100k),41.38,2.43,0.06,10.05,4,1,5,-1
"George, Mississippi",Confirmed (per 100k),40.82,2.92,0.07,7.13,4,1,5,-1
"Abbeville, South Carolina",Confirmed (per 100k),40.77,2.33,0.06,10.05,4,1,5,0
"Iroquois, Illinois",Confirmed (per 100k),40.57,2.11,0.05,10.05,4,1,5,0
"Dare, North Carolina",Confirmed (per 100k),40.53,1.93,0.05,12.82,4,1,5,-1
"Marquette, Michigan",Confirmed (per 100k),40.48,1.71,0.04,13.51,4,1,5,1
"Pueblo, Colorado",Confirmed (per 100k),40.37,1.61,0.04,13.99,4,1,5,0
"Pasquotank, North Carolina",Confirmed (per 100k),40.18,1.79,0.04,12.96,4,1,5,0
"Macoupin, Illinois",Confirmed (per 100k),40.07,2.23,0.06,9.85,4,1,5,-1
"Montgomery, Ohio",Confirmed (per 100k),40.06,1.72,0.04,13.81,4,1,5,0
"Austin, Texas",Confirmed (per 100k),39.96,2.38,0.06,9.08,4,1,5,-1
"Hoke, North Carolina",Confirmed (per 100k),39.83,2.33,0.06,9.43,4,1,5,0
"Waller, Texas",Confirmed (per 100k),39.82,2.33,0.06,7.97,4,1,5,0
"Richland, Ohio",Confirmed (per 100k),39.62,2.24,0.06,8.95,4,1,5,-1
"Gregg, Texas",Confirmed (per 100k),39.53,1.73,0.04,12.77,4,1,5,-1
"Morgan, West Virginia",Confirmed (per 100k),39.14,1.60,0.04,13.17,4,1,5,0
"Vanderburgh, Indiana",Confirmed (per 100k),39.13,1.89,0.05,11.00,4,1,5,0
"Harnett, North Carolina",Confirmed (per 100k),38.98,2.00,0.05,10.41,4,1,5,0
"Antrim, Michigan",Confirmed (per 100k),38.59,1.84,0.05,11.66,4,1,5,1
